1,"Jekk tridu taraw series tajjeb hafna dwar AI, araw Travellers."
1,Hsibijiet sbieh u nterressanti specjalment fejn tidhol it trobbija tat tfal
1,Interessanti hafna.
0,Jigifieri biex inpejjep joint irrid nifqa dar riha ta smoke u nqazzez in-nies li joqoghdu mieghi.
0,DAWN IL-PROBLEMI LI QED ISEMMU.
0,IL-PAPA HEKK IMISSU JAGHMEL GHAX GHANDU HAFNA KORPTION.
0,DAWK LI IMORRU BARRA QED JIKSRU IL-LIG.
1,"Kudos lil [NAME] li onest fuq kemm kien jaqla' l-Brussell, li fil-verita', dak l-ammont ta' flus mhu XEJN hdejn kemm jaqilghu lobbyists, kemm Malta kif ukoll, imma specjalment fil-Brussell"
1,"[SURNAME] Honest, l ewwel darba li smajt xi hadd jghid li vera hemm pagi tajbin hafna bhal politician barra minn Malta."
0,Jiddispjacini xbajt nisma robots.
0,"Din il-famuża ""on message"" hi trasparenti daqskemm hi falza."
0,[SURNAME] missu idahhal l filosofija tieghu got toqba ta sormu
1,Ragel validu hafna il-gvern nies bhal dan ghandu bzonn mhux iwarrabom.
1,"Prosit u sabih li [NAME] zaghzagh jaghmlu domandi sensati lil politici, xi haga li totalment m'ghadiex tezisiti fuq TVM"
0,"Problemi esterni, aspettattivi socjali li qed jaffettwaw hafna familji."
0,"X'jifdalu haddiem mill-hin personali tieghu wara li jkun prepara, saq u jerga lura dar?."
0,Burokrazija u nuqas ta flessibilita fil-hajja.
0,L-ewwel naraw li kull pajjiz ghandu sptarijiet u infasstruttura ta standard imbaghad infaqaw il-miljun barra.
0,Vera ninharraq nara dawk in-nies stamti b'dak il-mod.
0,Alla jbierek dawn l ahhar hames snien saru hziena.
1,Kellu bzonn il politikanati Maltin kollha ghadhom mohhom miftuh bhal [NAME] u [NAME] [SURNAME] Manché.
1,"Kieku dawk li ma jridux jivvutaw jikkontrollaw ftit l-ego taghhom u jivvutaw lil dan il-politikant verament genwin, ikunu realment agenti tal-bidla."
1,Bniedem rigorus u konsistenti għall-żmien twil.
1,Awguri mil QALB!
0,L EU ma tridx li tieqaf il gwerra...
0,Il-problema s-sitwazzjoni gabithom l'hawn.
0,"Jekk dan ma tirikonoxxihx, inti li tghid li m'intix razzist, qed tilghab mar-razzizmu ghax qed titkellem fuqhom bhala oggett li qieghed xkiel hawn."
0,"[NAME] [SURNAME] Podcast, podcast taz-zibel fejn titkellmu fuq persuna minghajr ma tkun hemm jew tistiednu representant floku."
1,[SURNAME] dejjem tkellem ghall-gid tal-Malti u ghal hadd aktar.
0,Ara ironija ta 😂
0,Li taqbdu u tiddiskutu x'qal persuna minghajr mhu qieghed maghkom halli jkun jista jirrispondi hija unprofesional ghal-ahhar fil-fehema tieghi.
0,X'jigifieri titkellmu u tikkritkaw persuna li mhux qieghed hemm maghkom??
0,Xi dritt ghandkom minghajr ma qieghed hemm maghkom?
0,Din mhux problema ta' razzizmu imma ta' overpopulation.
0,Lill-Maltin l-overcrowd qed iddejjaqom mhux ghax nibzghu mill-gilda sewda jew mill-barrani.
1,Kemm hawn bzonn nies bhalek f'dan il pajjiz.
0,ALSO GET THE HELL OUT OF E.
0,Argument bazwi u bla sustanza.
1,[NAME] [SURNAME] - nifs gdid fil- politika ta' Malta.
1,Well done madam!
1,Mara bil-bajd.
0,"Hawn hafna jithanzru bhal issa, u min qed ihallas il kiri qed taht stress finanzjarju enormi."
1,Ftit hawn irgiel JIBDEW mieghek!
0,Mhux dik il-hamallagni li ghamiltu ma bajd u bejken.
1,Proset tal podcast u tal mistieden tieghek
1,Podcast interessanti ۔ L istudenti tal ITS parti mill kors iridu јagħmlu sena barra minn Malta training ukoll۔Issa hemm minn tinħoloqlu opportunita u јispiċċa јibqgħu barra minn Malta u hemm min јiġi hawn u јaħdem hawn۔
1,Prosit kbir lil [NAME] u lit-tim tiegħu!
1,🙏🏻😊
1,[NAME] [SURNAME] il-King 👑
1,Well done.
1,Taјba tal assenza۔۔ħsibtha għax kiesħa 😂😂۔ Mistieden interessanti bħas soltu۔ Grazzi Јohn
1,Proset [NAME] -- kollox minnu li qed tghid.
0,Il veru ta tqallih dawn in-nies
0,U nies inkompetenti daqs hemm gew ma hemm imkien dawn nies ta zmien l elezjoni jidhlu naqbel mieghek hemm bzonn jinfethu [SURNAME] ghall nies vera jhobbu l annimali.
0,Prosit tal-programm [NAME]... il-politiku tallum qieghed fil-gvern ghal-interessi taghhom personali fil-business li huwa s-suggett talllum u mhux biex jiehu decizjonijiet ghal-gid komuni.
1,"Spot on [NAME], inhbiet DC15, niddubita jekk ghadditx mill-Parlament!"
0,Il-familja u team ta bejn saqqajhom.
1,Il-motivazzjoni tkun ikbar u l-intress fix-xoghol tieghek.
0,Hawn hnizrijiet kbar minn certu kumpaniji.
0,Tirramettu.
0,Din ta [NAME] li jhossu xi hero ghax ma jivvutax tikxef il-limitazzjonijiet intelletwali kbar l-ghandu.
0,U kieku minnek [NAME] nifhem sew X ried jghid Peppi li biex taghmel hoss u tibdel trid tissieheb biss f' Partit ewlieni.
0,L- AUSTRALIA TAGHMEL 400$FIX-SHARES GARANTITI MIL GVERN U MIS-SINJURI GHAL AUSTRALIANI BISS.
0,Inti alfejn ma tidholx inti fil partiti biex dbiddel peppi?
0,Ha ggibu lill dak il fanfru FranWho [SURNAME]??
0,"Prosit pepp imma il problema KBIRA dan dan il pajjiz ija li il kulur politiku jigi lewwel u qabel kollox, voldiri meta isiru dawn il hnizrijiet il kulur politiku ma jhalix li nies jiragunaw ta umani braguni imma jiftakru fil kulur u jintesa kollox anzi natu kollox u taparsi mu qed isir xejn hazin... u ha ndumu hekk... sfortunatament ghax kollox higacked kollox u kulimkien"
1,Kemm nammirak Pepp.
1,Nitpaxxa nisimghek titkellem u tesprimi l-opinjonijiet u l-hsibijiet tieghek.
0,Jien ghandi storja fuq l isqof imma kollox barra qisu Kristu fil fatt.
1,Proset naqbel ma ħafna milli јgħid Peppi u hemm xi oħraјn li ma naqbilx۔Programm interessanti ħafna grazzi۔
1,Ibqa ggielwd ghal dak li temmem pepp
0,Dak il bull shit kontra l kapitalizmu... mela Peppi mhux kapitalist... imma dan bis serjeta??
0,Interessanti zewg factions tal PN... [NAME] tal fazzjoni ta [NAME] u l-legat taghha u Peppi il PN hardliner - realistikament l akbar zewg sponsors tal Partit Lejburista u r raguni ghaliex il PL jibqa daqshekk b sahhtu elezzjoni wara l ohra... waqt li l gahan blu jibqa jghajjat bil gahan ahmar - kompli sejrin hekk... intelletwal fost l iktar fqir
0,"Lili l-priġunieri ha jkellmuni dirett, u affarijiet li mhux ha jghidu lilek!!"
0,Xej man ma hadem.
0,Ġibtni ħażin e.
0,M'intix kapitalist ukoll.
0,Tbatija tkun il-bidu tal-kilba ghal improvement.
1,Rakkonti bellezza li jimmeritaw ktieb li forsi jinkludu dak il hafna lib aghmel Dun [NAME] [SURNAME] wkoll.
1,Kieku nixtrieh zgur u perswaz li jaghmel hafna qlieh li possibilment jista jmur ghal dawn it-tfal foqra.
1,Inspiring... prosit lil kullhadd
0,Hawn Malta il-gvern jippremja lil min hu ghazzien u min ihallas it taxxa u jahdem u jkun ambizzjuz u jasal fejn jixtieq jiggastigah ghax ghajnuna ta xejn u min hu ghazzien jircievi cekkijit
1,Well done [NAME]!!
1,"Niftakru jghallem il-mużew lil [NAME], mhux lili ghax jien kont tifla mma darba niftakar konna morna harga il-Buskett subien u bniet f'daqqa u kien hemm tifla ma grupp iehor li iienet waqghet gholi ta' sular u hu kien l-ewwel wiehed li ta l-ewwel għajnuna."
1,Ghax Vera joghogbuni grazzi hafna
0,Kemm nixtieq nara bidla ta vera f Dan il pajjiż!!
1,Kellu bzonn kulhadd bhalek [NAME]
0,"Mind you, din li qisha xi dawgħa vera ma nistax għalijha."
0,"U terġa' ghal fini ta taxxa, avolja Swedish, tax resident ta Switzerland kien (tistaw timmaġinaw kemm kien residenti Switzerland!"
1,"U grazzi għal hekk, ħabb lil Malta."
0,Int bis-serjeta fuq l-elezzjoni tal-1981 meta kien hemm dak it-tgerfix kollu fid-distretti?
0,Ġej b'[NAME] għax ma telax.
1,"Dan hu li ghandna bzonn f'Malta, l-impenn zghazugh flimkien ma politikanti b'esperjenza."
1,"Proset [NAME], ghamilt punti tajbin hafna."
0,Ara x tip ta nies hawn!
1,"Bravu immens, hemm bzonn aktar bhal [NAME]"
1,Bil-qalb kollha nivvota PN.
1,"Persuna ta ammirazzjoni kbira, proset"
1,Podkast Klassi.
1,Hadt gost nisma' lis-stejjer tieghu.
1,Podcast veru ta interess suggett li immens jattirani u nammira lill Profs [SURNAME] Medici.
1,Proset lil Profs [SURNAME] Medici.
1,Hemm biex isir series fuq netflix b'din l istorja
1,Prosit... interessanti u nittama li jkollna t-tieni parti!
1,"Jalla [NAME] ikollok futur sabih hekk jixraqlek, ahdem ghalih u nemmen li ghad tasal."
1,Prosit U kuragg!!
0,Meta ikun too late ikun too late li dahal il vizzju.
1,"Nemmen fik, tidher li int raġel kapaċi u bravu, taqtax qalbek ghax tghamlu il programm u żgur thossok ahjar, minn qalbi nixtieqlek fejqan u success."
1,Qatt taqta qalbek!!
0,"Jien naf wieħed, mhux xi dealer kbir, u ibigħ lil end users u mhux wholesale, u taparsi għandu biċċa ħanut biex ikun jista jaċċetta ftit mill pagamenti cash, ftit Revolut, etc."
1,Prosit lil [NAME] li permezz ta dak li qal nemmen li ghallem hafna nies u nawguralek li jirnexxilek tilhaq l-objettivi tieghek.
0,X diferenza min da ragel ul kumidjant tat tiktok
1,X'umilta ta bniedem.
1,Episodju interessanti ħafna speċjalment għal artisti Maltin li qed jippruvaw juru l-arti jew prodott tagħhom barra mill-pajjiż.
1,Ghaqqdet lil poplu verament.
1,"Fil-kaz tat-tragedja ta' Kordin li huwa kaz uniku s'issa, ghax l-ebda binja qatt ma waqghet hekk, inkjesta Magisterjalj ma kinitx se tinvestiga kollox, ghalhekk tlabt li ssir l-Inkjesta Pubblika."
1,Bid-dixxiplina nevitaw zgur!
1,Grazzi tal-interess.
1,Proset tal-podcast.
1,F'[NAME] nara ħafna lil ommi.
1,Jien affixxinata kull meta nisimghu wisq narah bravu... [NAME] [SURNAME]
1,"[NAME]'S GYM 🏋️‍♂️ bnidem gentlhom, gentili, genwin u gellied prim u sportiv kemm fuq ir ring u anke barra fit triq 💪"
1,"Filwaqt li napprezza hafna din l intervista, jiena [NAME] u hija [NAME]( it tfal ta [NAME]) nawguralek is sahha u ad multos annos."
1,"Ghax quddiemek [NAME] kellek ikona, leggenda li dewaqna ftit mill li stampa ta erbejn, sittin sena ilu."
0,Kif tista teleġġi ministri li jagħmlu dak li jaqbel lilhom u mhux dak li huwa ta' ġid għall-poplu.
0,Ma riedx jaghmilha l-inkjesta pubblika.
0,Wara pressjoni ghamel u-turn
0,Hawn x gibt [NAME]?
1,Qal 4 kelmit fijom x tomot u titalem!
0,Inkredibbli kif persuna intelligenti tista tkun l akbar cuc sempliciment ghax xi hadd jidhaqlu.
0,"Ahjar jghid li dan il-gvern seraq l-elezzjonijiet bix-xiri ta vojti, babas l-ezamijiet biex idahhal il-laburisti mhux min huwa kapaci, hataf l-istutzzjonijiet u dahhal mentalita ta egoismu individwali u mhux il-gid komuni."
0,Qed tahlilna l hin [NAME] b dawn it tip ta karattri!!
1,Well done!
0,"Prosit, irnexxielek iggib mistieden iktar tat-tqalliegh minn [SURNAME] u [SURNAME] f'daqqa"
1,Sabiha minn barra hu iktar minn gewwa.
1,L umilta u sincerita tghamlu ikbar il bniedem.
1,"L ewwel programm li rajt, u zgur mhux forsi ha naghmel catch up ma ta qabel"
1,Persuna helwa u karattru Tal-genn u onesta.
1,Ghandha karattru vera tal genn
1,Kemm hi ħelwa din Vale ukoll۔۔naturali titkellem 😊
0,"Sur [NAME] [SURNAME] tghidx gideb, jien ghixthom dawk iz-zmienijiet."
0,"Hu pacenzja, kont nistenniek lijekk trid tkun vera ragel, li l-inqas li stajt taghmel hu, li tappologgizza ghan-nom tas-shabek u l-partitarji Laburisti vjolentii u vandali ta' dak iz-zmien."
1,X memorji.
0,"Kif tridu jeduka ruhu l-elettorat jekk il-maggoranza tisirqilhom lira, ttihom ftit frak, u flok jonxruk icaqcpulek?"
0,"U mhux hekk tgħid, tħammiġx il-memorja tar-Rerum Novarum u l-kbir Papa Ljun XIII."
0,"Il-Laburisti l-ewwel spiċċaw qishom krozza għall-UPM Panzavecchian, u wara spiċċajtu tilgħaqu lil [SURNAME] l-ewwel u bis-Soċjaliżmu wara."
0,Ħallina.
1,"Ara l-Kattoliku kalm [SURNAME], meta ried jaqta' xi tentazzjoni ta' vjolenza qatagħha, u dan joħroġ ċar mill-episodju tal-Front Freedom Fighters, li missieri kien magħhom u waqaf meta l-Kap qalilhom daqshekk."
0,Il-vjolenza fIl-politika ma kellnix xi rriduha u m'għandnix xi rriduha.
0,"Tirromantiċiżżawhx, u msieken dawn dejjem jirreaġixxu biss kienu."
0,"Ħassra missieri ħallina għal ħajja aħjar fl-2012, kieku kien jgħidlek erbat ikliem Sur [SURNAME]."
1,Imnalla kienu [SURNAME] u [NAME] [SURNAME].
0,Giddieb first class!
1,Grazzi u prosit [NAME].!!
0,IL-HOMLES LI HEMM L-AMERCA IL-CANADA L-INGILTERRA NARA FUQ IL FACEBOOK TA MALTA NIXTIEQ NARA.
1,IC-CHINA QEDA TGHIN LILL KULLHAD
1,Mimli taghlim!
1,Dawn in-nies ghandhom imorru fl-iskejjel jaghmlu inspirational talks.
1,Proset tassew.
1,Ragel negozjant bis sens.
1,"Ghal min qijed jaqra dan Il kumment... tistaw ma taqblux mijaj, u nirrispettakom jekk hu hekk... imma dejjem emmint li individwi li qedin fil habs, b'imhabba genwina, johorgu talenti bsahhitom u valuri mnaqxin fil fond, ghax ikunu addew minn diffikultajiet kbar, probabli hafna qabel ikun dahlu fil habs."
1,Storja interessanti ta negozjant b rasu fuq ghonqu.
0,Avukati li kienu pulizija li ma idardrux l ghajn li jridu jixorbu minnha ghas skapitu tal klient.
0,"Kelli rispert kbir lejk Sur [SURNAME] imma xhin semmejt din ta L NGO Tliftu kollu, qas idea ma ghandek min xix taddi meta tkun NGO w tigi tajd "" almost all"""
0,Gifiri dan qied jghid li pembroke 15 il sena ilu kin ikrah min illum.
0,Kif tridu jahdem ic civil meta iddahhlu hafna bazzuzzli li mhux kapaci imexxu?
0,"Xi nghidu ghal health and safety ta min jimxi fit-triq, lanqas bankina sura waqt ix-xogholijiet u f'certu kazi tkissret il-bankina, tlesta x-xoghol u lanqas giet irrangata."
0,"F'kazi fejn ikun komun difficli biex il partijiet kollha jaqblu specjlment jekk ikun hemm konflitt ta interess u cioe, parti tkun trid hi ukoll taghmel zvilupp u ukoll tikkawza hsara u ssib xi cuc li irid izomm il-paci u lanqas biss jiehu passi biex il-hsara tigi rrangata!"
0,"Punt iehor, xi nghidu ghat tnehhija ta gwiebi biex isiru underground garages, tal-misthija!"
1,Grazzi јohn kemm tkellem mill qalb dan [NAME] min Għawdex۔Irridu nies aktar bħalu li ma јibżgħux јitkellmu għall ħażin۔
1,Grazzi [NAME] talli gibt lil [NAME].
0,"Nirringrazzjaw lil Stival, talli #€*@ pajjiz shih, kieku jaf kemm insallu meta jparlu huuuuuu`... [NAME] [NAME] Guzman rest in peace."
0,Gibtuwa qisa Gaza kulhadd mghafeg go xulxin
0,Hemm xi ċans intajruh minn postu jew?
0,"Mill ftit li smajt diga jinhass li hu persuna falza -- niprova nisma il-podcast, nispera li ma jitlalix l-istonku nisimghu."
1,Poddata interessanti ferm mill-bidu sal-aħħar.
0,Ta' dieqa kbira 😕
1,Eccezzjonali [NAME].
1,Kemm hu bravu!
0,Mhux wahdek Sur [SURNAME] hemm hafna haddiema u anka gradwati LI jaqbdu 1.4 Jew 1.2k fidejom Mal gvern bil kemm ilahqu jien nitkellm Milli nara u nersperjenza
0,Apatija nobis.
1,Episodju sabih.
1,PROSIT bniedem ta veru...
1,"Anke jekk l-oħrajn jibżaw, [SURNAME] għandu jkompli jkun it-tarka tar-residenti."
1,Sewwa qed jghid.
1,Sewwa qed jajd!
0,"Nies biss Tal gaming em tas sliema 😂, em ruxmata nies min kullimkin, u sistema tad dranag ma tiflahx zgur li le."
0,Double standards mill-PL u l-PN ma tfieq qatt.
0,Hallihom jitmejlu t-turisti.
0,"Ahjar, u jghamlulna grandissmu pjacir u jmorru x'imkin iehor ghal btala."
0,Ma nifilhux din ic-corma ta nies hawn.
0,Meta z z**p se tintebah li ma ghadc baqalek post fil politika?
0,Il kostitwenti stess warbuk ghax qazzist lAlla li hahlek b ghemilek😮
0,Min hu bhal [NAME] jikxef l hmieg ma irriduhx fil-partit ghax l hmieg jirrenja ma kullhadd!
0,Le [NAME] mhux tajjeb ghal kap!
0,Imma [NAME] inutli tistaqsi lil [NAME] fuq xi haga li ghamlet [NAME].
0,Pero jekk tista spjega din ghax ma laqtitni xejn.
0,Jien ma nridx li ibni biex jirnexxi irid imur jilghaq sorm mgiddem ta xi politikant.
0,Inkredibbli li wasalna fi stat fejn biex iggib sempliciment licenzja tal-karozza inridu nmorru nitolbu lil politikant.
0,Redikola u tal-misthija.
0,Mafia ghar mill l italja ivvota gahan
0,[NAME] int jidhirlek li l-familji Maltin jisghu jixtru €70 whiskey?
0,Iżda inti għażilt li tiffoka fuq aspett zgħir li m'għandekx raġun fuqu għax iffukajt fuq persuna waħda biss.
1,"Jekk mir-riċerka kollha li saret, dawn huma l-problemi tan-Nazzjonalisti, allura vera li huma problemi venjali u nikkonferma aktar li l-partit Nazzjonalista għandu jkun fil-gvern."
0,Il-gvern preżenti hu korrott u m'hemmx ċans li jirranġa.
0,"[NAME], in nies tghollik u n nies tnizzlek."
0,Pero nqdejt b persuna li ma tistax tirrispondik.
0,"Mbad kellek l ardir, u s soltu tattika mahmuga tiak li tinqeda bil mewt ta ommok u ghax bkejt ma [SURNAME]!"
0,Mela l ewwel ixxarbu bniedem mbad tixxuttah.
0,Ma jmissikx tisthi hammigt bniedem li ma jistax jirrispondik!
0,Ara lill [NAME] [NAME] ma semmejtux b ismu li tak l ewwel job.
1,"Il-verita hi li [NAME] hu bniedem sincier u dak li jara hazin jghidlu hazin minghajr ebda kantunieri u kontra kulhadd, irrespettivament jekk hux persuna fil-partit li jappogja hu jew ta' kull partit iehor."
0,"Bniedem li ma jibzax jikxef il-hmieg li sar 'way of life' gewwa din il Gzira... u [NAME], ma nahsibx li qed tkun 'fair' meta tipprova twahhal kollox fuq zmien in Nazzjonalisti... ax ma tikkritikax il membri tal gvern li qatt ma jaccetaw jigu taht l-iskrutinju tal-podcast tieghek."
0,Jew haxxej?
1,Proset [NAME] [SURNAME] Ma niddejjaq qatt nisimak u naqbel mieghek kwazi fkollox.
1,Wieħed mill-aqwa podcasts s'issa.
1,Wiehed mill-isbah u mill-aktar interessanti!!
1,"Prosit [NAME] - mistoqsijiet preċiżi, naħseb wieħed mill- aqwa podcasts sa issa."
1,Raġel għaref ħafna u umli wkoll!
1,Prosit tassew lill [NAME] [SURNAME]... bniedem intelligenti u elokwenti bil-mod li jispjega u jpoggi il-fehmiet tieghu.
1,Kemm ghandna bzonn nies ta' intellet anki daqs in-nofs tieghu.
1,Dan huwa l-aktar episodju favorit tiegħi s'issa.
1,Prosit tassew u grazzi Dr. [SURNAME].
1,Dal-bniedem nista nisimghu granet shah u ma niddejjaqx.
1,Bla dubju wiehed mill-aqwa podcasts!
1,Ghanda bzonn iktar nies bħalek.
1,"Minnkejja dan, xorta diskursata nteressanti hafna."
1,Podcast brillanti veru nformattiv provokattiv u nteressanti!
1,Probabbli wiehed mill aqwa podcasts.
1,Interessanti mmens 👏👏
1,"Proset kemm hu interessanti dan il -podcast, smajtu darbtejn."
1,L-aqwa podcast s'issa.
0,Mela kollu bullshit.
0,Inehhu il-monumenti imperjali u il-[NAME] [SURNAME]
1,Nies hekk iridu jahdmu u jmexxu dipartimenti tal gvern!
0,"X aktarx n nies li laqawh kienu nqabdu bhalhom ghawnek fuq l gzira bil vapur taghhom u kienu qed jistennew t temp jikkalma, qabel ikomplu bil vjagg tahhom Bonus Point: Kieku n nies li laqawh kienu Maltin, ibqa zgur li san Luqa kien jikteb li laqawh bil frazi: ""Go back to your country"""
1,"[NAME] [SURNAME] ​APREZZAMENT LIL-GURU TAX-XANDIR U L-MEDIA MODERNA U PROGRESSIV... GHAL- HAFNA BHALI, KIEN ISPIRAZZJONI BIEX IL-MEDIA F'MALTA TIGGEDED."
1,Ma nixba qatt nismaghha.
1,Grazzi lis-Sinjura [SURNAME] ta' dak kollu li qasmet maghna.
1,Naqbel perfettament.
0,Il-moviment favur il-qtil ta trabi ilu b'dan it-teatrin ghal zmien twil hafna.
1,Grazzi [NAME] u [NAME]
1,"Bravissima kemm hadt pjacir nisimak [NAME], Proset [NAME]"
1,Wisq dil-mara.
1,Kemm nhobb nismaghha titkellem ❤.
1,Wisq titghallem minghandha
1,Mara tespirani Kemm hi tal genn ❤❤❤❤
1,Prosit vera hadt gost nisimaw dan il podcast.
1,"Kemm niehu gost nisimghak [NAME], tispirani hafna u vera ggibli tbissima bilmod kif tirrakkonta."
1,Grazzi hafna
