1,Prosit hadt gost nisimghak hafna ghadni kif tlift lil missieri xaghar ijlu u Vera tghinhom lin nies grazzi
1,Mara ta qalb kbira u umli immens❤️❤️.
1,Awguri għas-sena l-ġdida lilkom ilkoll🎉🎊
1,Grazzi [NAME]
-1,Xi sena u ftit ilu fettilli mmur sa L-Addolorata nara xem.
0,Għadni niftakar qisu l-bieraħ waqt avveniment tal-President's Foundation for the Wellbeing of Society meta l-eks President [NAME] [NAME] [SURNAME] [SURNAME] ħabbret bi kburija li x-xandara l-kbar qablu li jekk reat iseħħ minn immigrant (illegali) mela x-xandara ma jgħidux min kien is-susspettat!
0,Looool Jekk vera temmen f' dawn l-affarijiet ma tiċċensurax it-taqsima tal-kummenti tat-Times of Malta.
-1,"Ħadd m' għandu monopolju fuq il-verità, għalhekk il-Ħelsien tal-Kelma huwa sagrosant."
1,"Prosit [NAME] ta dak kullu li qsamt maghna, zgur li kont u ser tibqa tkun ta punt ta reference ghal hafna."
0,Mhux il-hamallagni u l-stupitidita'.
1,♡
-1,Dan il-podcast ġabli d-dmugħ.
1,Proset hafna ta dan il podcast min fomm wahda li garbet u bhekk talem grazzi u proset [NAME].
1,JAlla jtik dak kolhu li tixtieq qalbek ❤
1,Proset ta dan il podcast ۔ Proset [NAME] talli kellek il kuraġġ titkellem fuq il ħaјјa personali۔Kemm int persuna kuraġġuża ،il muleј miegħek 🙏
1,Mara bil b**** ta vera ❤
-1,Xorta in nies iridu jivotaw u xorta ha jivvotaw xi wiehed li jaraw fuq il one jew xi channel iehor.
-1,Missek tistiednu lil [NAME] [SURNAME].
1,Grazzi bil-quddiem.
0,Pulcinell iehor jaf kollox
1,Karattru helu wisq
1,"Prosit tal programm, imma [NAME] helu wisq"
1,"Irridu Part 2 ma [NAME], wisq poddata tajba u interresanti"
-1,Trid tkun iblah biex temmen lil xi hadd bhal fearne
1,"Ċert li ħa jkun għajnuna għal ħafna, għax urejt li, meta tkun fi triq mudlama, bl-għajnuna hemm ċans qawwi ħafna li t-triq tinxteghel u tkun tista' tkompli timxi fit-triq."
-1,Kien zmien fejn id-domanda splodiet tant li minhabba xi manutenzjonijiet li riedu jsiru kien hemm il-biza li l-poplu malti ma setax isegwi l-World cup.
1,Dal bniedem vera bravu.
-1,Jibqghu hin itwal fl aerobic endurance
0,Basta jitbqabaq u jghajjat - seklu l boghod mir realta.
0,Għal kull storja għandu verżjoni fejn il-PN u EFA joħorġu jfuħu u l-PL terrorist u ħażin.
0,Jaqqqqqqqqqqqqq tad dardir... biex jghidlek dal barri bla qrun li 2013 kif inbidel il gvern dizastru... giex nazzjonalisti impestati iddisprati... u morru sibu zobb u dahhluh f sormkom... [NAME] mur inhexa int u l PN li tinnega li int parti minnu
1,Punti Validi bla tidwir mal lewza.
1,Well done [NAME].
0,L-angolu tal cameras qieghed hazin
1,"Jien mhux persuna li nemmen fil-partigjanizmu u nista nghid li l-anqas ghandi kulur, imma wara li tkellimt u zammejt ruhi aggornat fiz-zewg partiti principali f'Malta, nemmen li illum il-PN bir-rizorzi umani li ghandu, hu l-ahjar vizzjoni ghall-pajjiz."
0,Iktar paga tfisser li iktar ha jaghmlu biex jibqghu hemm - u kif jibqghu hemm jekk ma jibqghux jaghmlu pjaciri?
0,B'nies bhal dan l PN ha jibqa fl oppozizzjoni ghal ghomru
0,Milli nista nara l istudju l iehor kien isbah!
-1,Zewg partiti populisti jilabu b'valuri lemini u xelugin fejn u meta jaqblilom.
0,L-aktar ħaġa li fhimt hija li mghandiex ideja ta pjanar fdan il-pajjiż.
0,U mhux hekk biss meta nagħmlu pjan probabilment nitfawa fuq l-ixkaffa sakemm l-affarijiet jibdew jikkrollaw
0,Mhux ovja tohrog permessi ghal aktar lukandi!
-1,Il-plural ta` Forn = Fran.
0,Eżattament 😢
-1,Mhux ovja bdew jigu viral u kelkom hafna likes jekk bdejt thallas il facebook biex ikollok iktar views u likes.
-1,Aktar minn dawn [NAME] programmi bla politika
0,Minn izb adu jahseb li ir rap m andux bzonn skill level?
0,"Jkk xi hadd jahseb ekk jew xih daqt tmut, jew andek xi haga hazina fl intelletwalita tijak."
0,"U jek tinbidel il policy, min kin bilaqal u forsi ma ridc jizvilupa alissa xha jamel qisek andek investiment li bdaqa ta [NAME] ha jwaqalu il vallur tal propjeta tiju bmod alarmanti."
0,Meta Prim Ministru jghidlek ghandu dritt jibni... sas sema?
-1,Allura min jixtri post li jnbena kontra l pjan lokali x ikun xtara u kif qed jinbieghu dawn l postijiet?
0,Ghandek membri fuq l bord li huma business ma zviluppaturi!
0,Dik qeghda biss ghal min qed jirriskja f dan s settur ghar rebgha!
1,Kemm nixtieq li nies esperti u mingħajr ebda aġenda moħbija bħall-Profs [SURNAME] jkollhom xi influenza fuq il-politiċi tal-lum.
-1,"F'kull pjan, l-ewwel interess għandu dejjem ikun il-ġid komuni."
1,"Jekk tridu taraw series tajjeb hafna dwar AI, araw Travellers."
1,Hsibijiet sbieh u nterressanti specjalment fejn tidhol it trobbija tat tfal
1,Interessanti hafna.
-1,Kellu bzonn l kura miskin iktar intom hlejtu l hin fl iswabs u mbarazz mhux jurik.
0,Jigifieri biex inpejjep joint irrid nifqa dar riha ta smoke u nqazzez in-nies li joqoghdu mieghi.
-1,Tal-caritas ghandhom ragun ghax jaraw l-aghar kazijiet imma jinsew li 95% ghandhom rashom fuq ghonqhom u jiffunzjonaw bil-haxixa daqs persuna normali.
0,DAWN IL-PROBLEMI LI QED ISEMMU.
0,IL-PAPA HEKK IMISSU JAGHMEL GHAX GHANDU HAFNA KORPTION.
-1,L-EBDA PAPA GHADU MA IRREZENJA HAT MHU PERFET GHALURA KULL MINNISTRU JEW PRIM JIRREZENJA.
0,DAWK LI IMORRU BARRA QED JIKSRU IL-LIG.
1,"Kudos lil [NAME] li onest fuq kemm kien jaqla' l-Brussell, li fil-verita', dak l-ammont ta' flus mhu XEJN hdejn kemm jaqilghu lobbyists, kemm Malta kif ukoll, imma specjalment fil-Brussell"
1,"[SURNAME] Honest, l ewwel darba li smajt xi hadd jghid li vera hemm pagi tajbin hafna bhal politician barra minn Malta."
-1,Naqsu bin nofs l ewwel
-1,U jien mhux childcare b'xejn irrid izda flessibilita ghan nisa kollha u hawn 70% ta childcares bnuqqasijiet u negligenza.
-1,Dik hi il-verita.
0,Jiddispjacini xbajt nisma robots.
0,"Din il-famuża ""on message"" hi trasparenti daqskemm hi falza."
-1,"Għadhekk zgħira, [NAME] it-tama li hemm futur politiku iktar sincier mil-medjokrita' l-għandna bħalissa."
0,[SURNAME] missu idahhal l filosofija tieghu got toqba ta sormu
1,Ragel validu hafna il-gvern nies bhal dan ghandu bzonn mhux iwarrabom.
1,"Prosit u sabih li [NAME] zaghzagh jaghmlu domandi sensati lil politici, xi haga li totalment m'ghadiex tezisiti fuq TVM"
-1,"Fil WW2 I-allejati USA u Ingilterra ma waqfux il-gwerra bi ftehim ma Hitler izda bil qerda tiieghu, tal- Hazin, bil qerda tal partit Nazista u wara bnew il-Germanja mill-gdid."
-1,Putin beda javvanza kontra l Ukrajini wara il massakru tal Israeljani mill barbari tal Hamas.
-1,L-ekonomija u ligijiet stretti fuq il-privat jaffettwaw is-sahha mentali.
0,"Problemi esterni, aspettattivi socjali li qed jaffettwaw hafna familji."
0,"X'jifdalu haddiem mill-hin personali tieghu wara li jkun prepara, saq u jerga lura dar?."
0,Burokrazija u nuqas ta flessibilita fil-hajja.
0,L-ewwel naraw li kull pajjiz ghandu sptarijiet u infasstruttura ta standard imbaghad infaqaw il-miljun barra.
0,Vera ninharraq nara dawk in-nies stamti b'dak il-mod.
0,Alla jbierek dawn l ahhar hames snien saru hziena.
-1,ILbes qalsiet ghax xoghol 🙄
1,Kellu bzonn il politikanati Maltin kollha ghadhom mohhom miftuh bhal [NAME] u [NAME] [SURNAME] Manché.
1,"Kieku dawk li ma jridux jivvutaw jikkontrollaw ftit l-ego taghhom u jivvutaw lil dan il-politikant verament genwin, ikunu realment agenti tal-bidla."
1,Bniedem rigorus u konsistenti għall-żmien twil.
1,Awguri mil QALB!
0,L EU ma tridx li tieqaf il gwerra...
-1,Il-Gzira DEJJEM kienet mimlija diversita'.
0,Il-problema s-sitwazzjoni gabithom l'hawn.
0,"Jekk dan ma tirikonoxxihx, inti li tghid li m'intix razzist, qed tilghab mar-razzizmu ghax qed titkellem fuqhom bhala oggett li qieghed xkiel hawn."
-1,[NAME] nemmen fih pero din tas socjalizmu qieghed hemm biex jghin iz zghir rridu naqtawwha darba ghal dejjem hawn Malta.
0,"[NAME] [SURNAME] Podcast, podcast taz-zibel fejn titkellmu fuq persuna minghajr ma tkun hemm jew tistiednu representant floku."
1,[SURNAME] dejjem tkellem ghall-gid tal-Malti u ghal hadd aktar.
0,Ara ironija ta 😂
-1,Hekk qed jigri bl-ghajnuna ta' Maltin bhalna ukoll..
0,Li taqbdu u tiddiskutu x'qal persuna minghajr mhu qieghed maghkom halli jkun jista jirrispondi hija unprofesional ghal-ahhar fil-fehema tieghi.
0,X'jigifieri titkellmu u tikkritkaw persuna li mhux qieghed hemm maghkom??
0,Xi dritt ghandkom minghajr ma qieghed hemm maghkom?
-1,Jekk ma jridx jigi issemmuhx.
0,Din mhux problema ta' razzizmu imma ta' overpopulation.
0,Lill-Maltin l-overcrowd qed iddejjaqom mhux ghax nibzghu mill-gilda sewda jew mill-barrani.
-1,Il-qies ta' Malta hu li hu.
1,Kemm hawn bzonn nies bhalek f'dan il pajjiz.
0,ALSO GET THE HELL OUT OF E.
0,Argument bazwi u bla sustanza.
1,[NAME] [SURNAME] - nifs gdid fil- politika ta' Malta.
-1,Forsi xi darba...
1,Well done madam!
1,Mara bil-bajd.
0,"Hawn hafna jithanzru bhal issa, u min qed ihallas il kiri qed taht stress finanzjarju enormi."
1,Ftit hawn irgiel JIBDEW mieghek!
-1,*żgħażagħ
0,Mhux dik il-hamallagni li ghamiltu ma bajd u bejken.
-1,[NAME] iz-zmien li missierek kien il Mounted kelli ir ragel ta ohti hemm hekk ukoll u nahseb li nafu ghax jiena kont fil pulizija u ghandu l=istess eta li ghandi jien.
1,Proset tal podcast u tal mistieden tieghek
-1,Il-course ta' Chef fl-Italja huwa ta' hames snin.
-1,Id-differenza hi li jibdew fil-form four.
1,Podcast interessanti ۔ L istudenti tal ITS parti mill kors iridu јagħmlu sena barra minn Malta training ukoll۔Issa hemm minn tinħoloqlu opportunita u јispiċċa јibqgħu barra minn Malta u hemm min јiġi hawn u јaħdem hawn۔
-1,L- EU qed tħares is-saħħa taċ-ċittadini jew taġevola lil Monsanto Sur [SURNAME]?
1,Prosit kbir lil [NAME] u lit-tim tiegħu!
1,🙏🏻😊
-1,Umbad naraw x jigri.
1,[NAME] [SURNAME] il-King 👑
1,Well done.
1,Taјba tal assenza۔۔ħsibtha għax kiesħa 😂😂۔ Mistieden interessanti bħas soltu۔ Grazzi Јohn
1,Proset [NAME] -- kollox minnu li qed tghid.
0,Il veru ta tqallih dawn in-nies
0,U nies inkompetenti daqs hemm gew ma hemm imkien dawn nies ta zmien l elezjoni jidhlu naqbel mieghek hemm bzonn jinfethu [SURNAME] ghall nies vera jhobbu l annimali.
0,Prosit tal-programm [NAME]... il-politiku tallum qieghed fil-gvern ghal-interessi taghhom personali fil-business li huwa s-suggett talllum u mhux biex jiehu decizjonijiet ghal-gid komuni.
-1,Deskrizzjoni tfisser korruzzjoni.
1,"Spot on [NAME], inhbiet DC15, niddubita jekk ghadditx mill-Parlament!"
0,Il-familja u team ta bejn saqqajhom.
-1,Jekk ikollok agenti jssolvulek problemi mhux huma qed jirraprenzentaw il-kumpanija u l-prodott tieghek.
1,Il-motivazzjoni tkun ikbar u l-intress fix-xoghol tieghek.
0,Hawn hnizrijiet kbar minn certu kumpaniji.
0,Tirramettu.
0,Din ta [NAME] li jhossu xi hero ghax ma jivvutax tikxef il-limitazzjonijiet intelletwali kbar l-ghandu.
0,U kieku minnek [NAME] nifhem sew X ried jghid Peppi li biex taghmel hoss u tibdel trid tissieheb biss f' Partit ewlieni.
-1,Bżonn ta' element zaghzugh Ha jimmodernizza u jgedded it twemmin tieghu
0,L- AUSTRALIA TAGHMEL 400$FIX-SHARES GARANTITI MIL GVERN U MIS-SINJURI GHAL AUSTRALIANI BISS.
-1,Igiefieri pepi kien imur jara plays wahdu ta disa snin?
0,Inti alfejn ma tidholx inti fil partiti biex dbiddel peppi?
0,Ha ggibu lill dak il fanfru FranWho [SURNAME]??
-1,Bniedem verament kontroversjali... Affarijiet li naqbel ohrajn le.
-1,"Ma ninsewx li fl-08 il Pn rebah u fl-03 il PN rebah bxi 8000 vot andikun u l-istess fin 98... so il partit laburista illum il gurnata andu numru tajjeb ta partitarji li qabel kienu nazzjonalisti, allura dawn, jekk qabel kienu nazzjonalisti u mhumiex kuntenti bis-sitwazzjoni prezenti, zgur mhux forsi li jekk tinfegg tama gdida ta partit gdid, jivvutawlu ghax forsi hadd daqshom ma jhossu tradut."
0,"Prosit pepp imma il problema KBIRA dan dan il pajjiz ija li il kulur politiku jigi lewwel u qabel kollox, voldiri meta isiru dawn il hnizrijiet il kulur politiku ma jhalix li nies jiragunaw ta umani braguni imma jiftakru fil kulur u jintesa kollox anzi natu kollox u taparsi mu qed isir xejn hazin... u ha ndumu hekk... sfortunatament ghax kollox higacked kollox u kulimkien"
-1,Ftakar li dak li tizra tahsad!
1,Kemm nammirak Pepp.
1,Nitpaxxa nisimghek titkellem u tesprimi l-opinjonijiet u l-hsibijiet tieghek.
-1,Forsi ghax tolqot il-laham il-haj.
0,Jien ghandi storja fuq l isqof imma kollox barra qisu Kristu fil fatt.
1,Proset naqbel ma ħafna milli јgħid Peppi u hemm xi oħraјn li ma naqbilx۔Programm interessanti ħafna grazzi۔
1,Ibqa ggielwd ghal dak li temmem pepp
0,Dak il bull shit kontra l kapitalizmu... mela Peppi mhux kapitalist... imma dan bis serjeta??
0,Interessanti zewg factions tal PN... [NAME] tal fazzjoni ta [NAME] u l-legat taghha u Peppi il PN hardliner - realistikament l akbar zewg sponsors tal Partit Lejburista u r raguni ghaliex il PL jibqa daqshekk b sahhtu elezzjoni wara l ohra... waqt li l gahan blu jibqa jghajjat bil gahan ahmar - kompli sejrin hekk... intelletwal fost l iktar fqir
-1,Pajjizi ohra meta biex jigu impjegati nies barranin iridu jkunu jafu il lingwa fi zmien stabilit.
-1,"Ghax kapaci jahseb u jippjana, jigi iddiskriminat."
0,"Lili l-priġunieri ha jkellmuni dirett, u affarijiet li mhux ha jghidu lilek!!"
0,Xej man ma hadem.
-1,Minn [NAME] [SURNAME].
-1,Min ha waqt xi sptar jew qorti.
0,Ġibtni ħażin e.
0,M'intix kapitalist ukoll.
-1,Isma... likbar successi stejjer fej nies li bdew isfel nett telaw ftit ftit!!
-1,Ghandek bzonn naqa [NAME] [SURNAME] Peppi e.
0,Tbatija tkun il-bidu tal-kilba ghal improvement.
1,Rakkonti bellezza li jimmeritaw ktieb li forsi jinkludu dak il hafna lib aghmel Dun [NAME] [SURNAME] wkoll.
1,Kieku nixtrieh zgur u perswaz li jaghmel hafna qlieh li possibilment jista jmur ghal dawn it-tfal foqra.
1,Inspiring... prosit lil kullhadd
0,Hawn Malta il-gvern jippremja lil min hu ghazzien u min ihallas it taxxa u jahdem u jkun ambizzjuz u jasal fejn jixtieq jiggastigah ghax ghajnuna ta xejn u min hu ghazzien jircievi cekkijit
-1,Ikolli nirrevedi l-opinjoni li kelli ta' [NAME] [NAME].
1,Well done [NAME]!!
1,"Niftakru jghallem il-mużew lil [NAME], mhux lili ghax jien kont tifla mma darba niftakar konna morna harga il-Buskett subien u bniet f'daqqa u kien hemm tifla ma grupp iehor li iienet waqghet gholi ta' sular u hu kien l-ewwel wiehed li ta l-ewwel għajnuna."
1,Ghax Vera joghogbuni grazzi hafna
0,Kemm nixtieq nara bidla ta vera f Dan il pajjiż!!
1,Kellu bzonn kulhadd bhalek [NAME]
-1,"Bir-refund ta 5/6s tat-taxxa lura lis-sid, qed nittaxxaw rata effettiva ta 5%."
0,"Mind you, din li qisha xi dawgħa vera ma nistax għalijha."
-1,"Il-boss li kelli jien, Svediz, sinjurun, kellu ċittadinanza Amerikana għax għamel snin jistudja u jaħdem l-Amerika."
0,"U terġa' ghal fini ta taxxa, avolja Swedish, tax resident ta Switzerland kien (tistaw timmaġinaw kemm kien residenti Switzerland!"
1,"U grazzi għal hekk, ħabb lil Malta."
-1,Għadu jġib lil familtu għal holiday kull sena.
0,Int bis-serjeta fuq l-elezzjoni tal-1981 meta kien hemm dak it-tgerfix kollu fid-distretti?
0,Ġej b'[NAME] għax ma telax.
1,"Dan hu li ghandna bzonn f'Malta, l-impenn zghazugh flimkien ma politikanti b'esperjenza."
1,"Proset [NAME], ghamilt punti tajbin hafna."
-1,Staqsih jekk hass xi ora!
-1,Mela ghamiltu xi Alla bhal hafna gahnijiet [NAME]!?
0,Ara x tip ta nies hawn!
-1,XEJN aktar u XEJN inqas.
-1,Naf diversi Sliemizi li kienu PN 4 life.
-1,Bejn Ir rieda tajba u il hazin.
-1,Ghandna bzonn hafn'iktar nies bil bajd bhal [NAME]
1,"Bravu immens, hemm bzonn aktar bhal [NAME]"
1,Bil-qalb kollha nivvota PN.
-1,Jekk trid tgħix f'pajjiż demokratiku u b'garanzija ta' xogħol ta' livel ivvota PN.
1,"Persuna ta ammirazzjoni kbira, proset"
1,Podkast Klassi.
-1,Imma mistoqsijiet bi tweġibiet suġġettivi u puntwali.
1,Hadt gost nisma' lis-stejjer tieghu.
-1,Min kienu l allegati qattila ta [NAME] [SURNAME]?
1,Podcast veru ta interess suggett li immens jattirani u nammira lill Profs [SURNAME] Medici.
1,Proset lil Profs [SURNAME] Medici.
1,Hemm biex isir series fuq netflix b'din l istorja
1,Prosit... interessanti u nittama li jkollna t-tieni parti!
1,"Jalla [NAME] ikollok futur sabih hekk jixraqlek, ahdem ghalih u nemmen li ghad tasal."
1,Prosit U kuragg!!
0,Meta ikun too late ikun too late li dahal il vizzju.
1,"Nemmen fik, tidher li int raġel kapaċi u bravu, taqtax qalbek ghax tghamlu il programm u żgur thossok ahjar, minn qalbi nixtieqlek fejqan u success."
1,Qatt taqta qalbek!!
0,"Jien naf wieħed, mhux xi dealer kbir, u ibigħ lil end users u mhux wholesale, u taparsi għandu biċċa ħanut biex ikun jista jaċċetta ftit mill pagamenti cash, ftit Revolut, etc."
1,Prosit lil [NAME] li permezz ta dak li qal nemmen li ghallem hafna nies u nawguralek li jirnexxilek tilhaq l-objettivi tieghek.
0,X diferenza min da ragel ul kumidjant tat tiktok
1,X'umilta ta bniedem.
1,Episodju interessanti ħafna speċjalment għal artisti Maltin li qed jippruvaw juru l-arti jew prodott tagħhom barra mill-pajjiż.
-1,Jew qed nifem hazin?
1,Ghaqqdet lil poplu verament.
-1,Ghax ma naghmluhiex President ta Malta?
1,"Fil-kaz tat-tragedja ta' Kordin li huwa kaz uniku s'issa, ghax l-ebda binja qatt ma waqghet hekk, inkjesta Magisterjalj ma kinitx se tinvestiga kollox, ghalhekk tlabt li ssir l-Inkjesta Pubblika."
-1,Jalla ma jmut hadd izjed imma ahna nafu bizzejjed li s-settur hu dak li hu.
1,Bid-dixxiplina nevitaw zgur!
1,Grazzi tal-interess.
-1,X'[NAME] fihom saqsiha [NAME]
-1,Qed tixjieħ [NAME] e.
1,Proset tal-podcast.
1,F'[NAME] nara ħafna lil ommi.
-1,Tiskanta kemm huma simili ommijiet ta dik il-ġenerazzjoni.
1,Jien affixxinata kull meta nisimghu wisq narah bravu... [NAME] [SURNAME]
-1,1h [NAME]) li [NAME] jitfixkel fejn tmur l-gh jew li c-c 'fiha tikka' ghalija hija distillazzjoni ta' ghalfejn ilsien jinbidel.
-1,"Immagina kieku ma ghandnjex certifikat tat twelid, id card, ku tratti ta propjeta ecc!"
-1,Din x kelma tahbad??
-1,Kemm iddum tfittex dawn it tip ta kliem?
1,"[NAME]'S GYM 🏋️‍♂️ bnidem gentlhom, gentili, genwin u gellied prim u sportiv kemm fuq ir ring u anke barra fit triq 💪"
-1,"Jekk ma jimpurtax, nista nsaqsi [NAME] min fejn kienet Sur Bert?"
-1,Gbart giehek wara ta [NAME] [SURNAME].
1,"Filwaqt li napprezza hafna din l intervista, jiena [NAME] u hija [NAME]( it tfal ta [NAME]) nawguralek is sahha u ad multos annos."
1,"Ghax quddiemek [NAME] kellek ikona, leggenda li dewaqna ftit mill li stampa ta erbejn, sittin sena ilu."
0,Kif tista teleġġi ministri li jagħmlu dak li jaqbel lilhom u mhux dak li huwa ta' ġid għall-poplu.
0,Ma riedx jaghmilha l-inkjesta pubblika.
0,Wara pressjoni ghamel u-turn
0,Hawn x gibt [NAME]?
1,Qal 4 kelmit fijom x tomot u titalem!
0,Inkredibbli kif persuna intelligenti tista tkun l akbar cuc sempliciment ghax xi hadd jidhaqlu.
0,"Ahjar jghid li dan il-gvern seraq l-elezzjonijiet bix-xiri ta vojti, babas l-ezamijiet biex idahhal il-laburisti mhux min huwa kapaci, hataf l-istutzzjonijiet u dahhal mentalita ta egoismu individwali u mhux il-gid komuni."
0,Qed tahlilna l hin [NAME] b dawn it tip ta karattri!!
1,Well done!
0,"Prosit, irnexxielek iggib mistieden iktar tat-tqalliegh minn [SURNAME] u [SURNAME] f'daqqa"
1,Sabiha minn barra hu iktar minn gewwa.
1,L umilta u sincerita tghamlu ikbar il bniedem.
1,"L ewwel programm li rajt, u zgur mhux forsi ha naghmel catch up ma ta qabel"
1,Persuna helwa u karattru Tal-genn u onesta.
-1,Possibli xejn ahjar fuq xiex titkellem?
-1,Li kieku kienu agnostici ma kienux imorru l-knisja...
1,Ghandha karattru vera tal genn
-1,Possibli qatt hadd ma ghallimha li l H... fi taraha hija silent??
1,Kemm hi ħelwa din Vale ukoll۔۔naturali titkellem 😊
0,"Sur [NAME] [SURNAME] tghidx gideb, jien ghixthom dawk iz-zmienijiet."
-1,Dak gara ghax ahna ipprovokajniekom u mhux konna qed nipprotestaw pacifikament ghad-drittijiet taghna l-istudenti.
0,"Hu pacenzja, kont nistenniek lijekk trid tkun vera ragel, li l-inqas li stajt taghmel hu, li tappologgizza ghan-nom tas-shabek u l-partitarji Laburisti vjolentii u vandali ta' dak iz-zmien."
-1,Jien naraħ li mar lejn il-Lemin ix-xellug.
1,X memorji.
0,"Kif tridu jeduka ruhu l-elettorat jekk il-maggoranza tisirqilhom lira, ttihom ftit frak, u flok jonxruk icaqcpulek?"
0,"U mhux hekk tgħid, tħammiġx il-memorja tar-Rerum Novarum u l-kbir Papa Ljun XIII."
-1,"[NAME] [SURNAME] kien wieħed mill-ewwel senaturi tal-Partit Laburista (li abbli kien jismu Partit tal-Ħaddiema, wara li kien jismu Camera [NAME] Lavoro)."
0,"Il-Laburisti l-ewwel spiċċaw qishom krozza għall-UPM Panzavecchian, u wara spiċċajtu tilgħaqu lil [SURNAME] l-ewwel u bis-Soċjaliżmu wara."
-1,"U r-Rerum Novarum tikkundanna s-soċjaliżmu espliċitament, m'hemmx fejn taħrabha din."
0,Ħallina.
1,"Ara l-Kattoliku kalm [SURNAME], meta ried jaqta' xi tentazzjoni ta' vjolenza qatagħha, u dan joħroġ ċar mill-episodju tal-Front Freedom Fighters, li missieri kien magħhom u waqaf meta l-Kap qalilhom daqshekk."
0,Il-vjolenza fIl-politika ma kellnix xi rriduha u m'għandnix xi rriduha.
-1,"Dik l-""azzjoni diretta""?"
0,"Tirromantiċiżżawhx, u msieken dawn dejjem jirreaġixxu biss kienu."
-1,"U meta qatlu lil Fusellu lill-missieri l-ewwel li ġabru dawk il-Pulizija rettissimi ta' żmien il-Gvern Soċjalista tal-Ġenerazzjoni Soċjalista, u forsi għamluh għax kellu mottiv tajjeb."
0,"Ħassra missieri ħallina għal ħajja aħjar fl-2012, kieku kien jgħidlek erbat ikliem Sur [SURNAME]."
1,Imnalla kienu [SURNAME] u [NAME] [SURNAME].
